issuer_name,esg_score_zscore
BAE SYSTEMS PLC,0.7488594554048765
BAKER HUGHES COMPANY,0.5380694811173032
BALFOUR BEATTY PLC,0.43267449397351637
BALL CORPORATION,0.5380694811173032
Baloise Holding AG,0.6961619618329833
BANCA MONTE DEI PASCHI DI SIENA S.P.A.,-1.6752252489022188
Banco Bilbao Vizcaya Argentaria S.A.,0.8015569489767707
BANCO BPM SOCIETA PER AZIONI,0.06379203897026305
Banco de Sabadell S.A.,0.8015569489767707
Banco Santander S.A.,0.5907669746891969
Bandai Namco Holdings Inc.,-0.30509041603299075
BANDHAN BANK LIMITED,-0.30509041603299075
BANK HAPOALIM B.M.,0.6961619618329833
BANKINTER S.A.,0.06379203897026305
BANK LEUMI LE ISRAEL B.M.,-0.041602948173523814
BANK OF AMERICA CORPORATION,-0.30509041603299075
BANK OF IRELAND GROUP PUBLIC LIMITED COMPANY,0.06379203897026305
BANK OF MONTREAL,0.43267449397351637
BANPU PUBLIC COMPANY LIMITED,0.48537198754541006
Banque Cantonale de Geneve,-1.2009478067551784
Banque Cantonale du Valais,-0.6739728710362445
Banque Cantonale Vaudoise,0.5907669746891969
BARCLAYS PLC,0.6961619618329833
BARRATT DEVELOPMENTS P L C,1.2231368975519172
BARRICK GOLD CORP,-1.2536453003270716
Barry Callebaut AG,0.32727950682972995
Basellandschaftliche Kantonalbank,0.8015569489767707
BASF SE,-0.19969542888920389
Basilea Pharmaceutica AG Allschwil,-2.0441077039054725
Basler Kantonalbank,0.06379203897026305
BATH & BODY WORKS INC.,0.11648953254215624
BAUSCH HEALTH COMPANIES INC.,0.3799770004016232
BAWAG Group AG,1.1704394039800239
BAXTER INTERNATIONAL INC.,-0.30509041603299075
BayCurrent Consulting Inc.,-1.4644352746146454
Bayer Aktiengesellschaft,-0.19969542888920389
Bayerische Motoren Werke Aktiengesellschaft,0.3799770004016232
BAYTEX ENERGY CORP.,-0.8847628453238182
BCE Inc.,-0.7793678581800314
Bechtle AG,-0.19969542888920389
BECTON DICKINSON AND COMPANY,-0.6212753774643514
Beiersdorf Aktiengesellschaft,0.06379203897026305
Beijer Ref AB (publ),-0.09430044174541748
Bekaert NV,0.5380694811173032
Belimo Holding AG,0.8542544425486638
Bell Food Group AG,0.32727950682972995
BELLWAY P L C,0.8542544425486638
BENDIGO AND ADELAIDE BANK LIMITED,0.16918702611404945
BENTLEY SYSTEMS INCORPORATED,-0.4104854031767776
BERKSHIRE HATHAWAY INC.,-1.8860152231897922
Berner Kantonalbank AG,0.06379203897026305
BE Semiconductor Industries N.V.,0.48537198754541006
BEST BUY CO. INC.,1.6974143396989578
BEZEQ THE ISRAELI TELECOMMUNICATION CORP LTD,0.48537198754541006
BHARAT HEAVY ELECTRICALS LIMITED,-2.78187261391198
BHP GROUP LIMITED,-0.041602948173523814
Bilfinger SE,-0.8320653517519245
